,0,1,2,3
0,,,,
1,,,,12.668091543454004
2,1.5462051217739678,,,
3,,,-0.3357451956564073,
4,,-1.8606745141751064,,
5,1.0274778295319427,-1.7588705350086418,,
6,,,1.8455998586849762,19.91505273844592
7,,2.5342134730828834,-0.46722150305072074,
8,1.5804088091638322,1.354319920732172,-0.48633333920004573,7.892666078896113
9,,,-0.046303679104762796,
10,,,,
11,,-2.4596977200575454,-1.6284588172013028,
12,,-4.116628088097528,-2.0288642205859118,-20.040920579502163
13,,1.8794057057915268,-0.34126573727673504,
14,0.26470162917332263,1.8433927982243303,0.055065203452816916,
15,1.099498116575868,6.573967871437093,,32.135771695102896
16,,-1.5418942611567932,-1.145698783303838,-6.1001519931592405
17,0.6247392830133995,,,
18,-0.2581836139487945,,2.305042368514547,
19,,,-1.045746483113036,
20,,,-0.46691522275668734,11.16244751505479
21,,,,26.601482521483124
22,,,0.8131793095548593,29.822490067867367
23,,,-0.946602730453198,15.643570493258965
24,1.0624138462969124,3.487176017101963,,
25,,,-0.23549971786100993,
26,,-4.511567674357825,,-20.329940459472997
27,,,,-4.693528780202838
28,,2.5107218170685175,,13.139669605555008
29,0.752996814253831,-0.7667662283268095,-0.36243025523456207,
30,,,,32.076916944077304
31,2.27546394379583,7.794225457681057,,
32,1.2528972883973652,,,23.01288424679124
33,,3.1389381473645166,,13.898924714749926
34,,-0.11001494911316845,-0.1434264632146038,
35,-0.6535033538065032,-6.321513987677956,-1.679135379605983,
36,-0.829950771930895,-1.347515627590546,,
37,,,,30.545326245950108
38,0.3240939754552248,-1.580227587512502,-0.6268677580935726,-7.397528548365482
39,,,-0.5580595041866682,-8.189739551832753
40,,0.9220708034564314,,
41,0.8362551396411795,,,
42,,,,
43,,,2.1001095824109353,
44,1.7846959403582807,,0.7826992979743072,32.65621664077734
45,1.633267713091935,5.883564082027287,1.1799223617366212,27.629732572661236
46,-0.08715073623538205,-4.565139201356684,,-23.058102257347215
47,,5.223848625721462,,
48,,,,22.64756679926943
49,,,-1.3976504295030479,-19.831433344180414
50,,,-1.938447797298,-27.303744022884416
51,,-3.3191608781636033,-1.5403556094105344,
52,,2.9221894645279405,,
53,,6.826476338108793,1.3230823290911153,33.754004319032916
54,,0.9049200431863961,,
55,0.6752012189866576,1.9004331434657047,,
56,2.067394136727823,,1.1483895325963835,25.592574047456697
57,,,,-13.777753433935159
58,0.32732643199592404,-4.237765917012491,,-20.127591747390817
59,0.6258642634921392,,0.6789386068178236,
60,-0.9329712285791769,1.289610632572021,,
61,,,,
62,1.1840985072354193,,,
63,,,,11.654596218733593
64,1.8357999453467095,,,
65,,,-0.3106282685399136,-11.162932777684977
66,,,,
67,,,1.3870752041710173,15.33487636404612
68,,,,2.3721656734840297
69,,,,
70,,3.4334343620345473,1.1090693983753843,
71,,,0.9915391238601367,18.209028004392717
72,,,,24.288258817946428
73,,1.7908628918790295,,
74,,1.2024832630949858,,5.578864712298018
75,,1.5026439303428347,,
76,,,,
77,0.3772721993916984,-0.7345371243931043,-1.4245394379616914,-2.265484960247012
78,-0.8571799554060813,-1.943763175046368,,
79,,,1.0117779148104342,10.482983583564506
80,,,,
81,2.1355414751589503,,,
82,2.588319323353047,5.143351807438738,,
83,,,0.27651281080708917,47.25833377569307
84,,,,32.83651260815866
85,,1.8964906943142543,-0.7913978140417108,
86,,,0.5546640207921377,
87,1.0510612559770318,,1.1623036427216618,
88,,0.6014958749105785,-0.6717609189767983,4.874876220586196
89,,,,22.204277550302354
90,-0.052794714721210445,,0.7454847598055858,
91,0.4972727268551925,,0.14409798393964873,
92,2.0006917440000773,,,46.281930170403925
93,-0.36892122925072957,,,
94,,,,
95,,,0.2893847019903449,11.318958709523208
96,0.5512070719669198,,-0.9972615323712177,
