-1.026004448307239914e+00,2.800135807105459951e-01,1.730474949546700003e+00,1.685609763162740027e+00
-6.250392678492570075e-01,1.248648398282780070e+00,1.064929921917580069e+00,1.028094778437669943e+00
-4.028848352990759829e-01,-1.532198726287530066e+00,-1.257584723451979913e+00,-2.253493504055759988e+00
-3.332073836694199875e-01,1.394568124736039971e+00,1.474364144654980002e+00,2.795112411862589852e+00
-3.706600317924089727e-01,1.282453003525680035e+00,1.479919827887140049e-01,1.600429887479509983e+00
-6.279060760393709861e-01,-4.049473610488160125e-01,-5.601808215484259668e-01,-9.591105295367270689e-02
1.360652448530009995e+00,2.217896338332140171e+00,1.007745920067590006e+00,-2.224336166372239965e-01
-3.475425993977330208e-01,3.703652100569529981e-01,1.369989968851349937e+00,2.051952123618990154e+00
1.843862005232210111e+00,2.401263209756680173e+00,-2.552946158689169964e-01,1.426831645869099940e+00
-4.224968323396249836e-01,5.332070239019229829e-01,-3.574620498817629999e-01,1.332437875471540023e+00
6.879167729758279837e-01,-1.131454499597299990e-01,5.102103697553880268e-01,2.423959567842799867e+00
-4.992920171722610156e-01,-8.619999260055100088e-01,-1.349523956695829918e+00,-7.707839524110310370e-01
-6.111659166804209731e-01,1.674913225003539896e+00,1.434007025636280019e+00,1.544299112802469898e+00
-1.185480084597309913e+00,-3.584030817418050185e-01,-8.755937676689200255e-02,-1.895405397049469975e-01
-2.651450566963530209e-01,1.064060644622639940e+00,9.350901599808929543e-01,1.701472678289720042e+00
-3.636572970952530182e-01,-1.788116653760170038e+00,-1.256393005078549896e+00,-2.605319683397520070e+00
-5.618763635497829867e-01,7.294729506087399562e-01,8.966891402663510480e-01,6.047918103052479788e-01
-1.532902002890599968e+00,-7.151134059119199637e-01,1.699417401785580095e+00,2.368554361044279855e+00
-1.331509643289439937e-01,4.308811417682890110e-01,-6.263594131342099802e-02,6.502509929543579537e-01
8.920722307329449763e-02,-2.266291810339980117e-01,-2.377915406864750114e-01,-4.793440017396560227e-01
8.496430456333550207e-01,2.413408222020580141e+00,-4.081668007351120231e-01,-4.118165626718749972e-01
-5.774680010595569790e-01,-2.491835667367280127e+00,-2.188052742203160150e+00,-4.603270080894249716e+00
-7.152421872227959776e-01,-6.025825546978460512e-01,5.078294919037810162e-01,1.502324430614090101e-01
-1.992748488688580011e+00,-3.545684220132500064e-01,-8.791619507676400047e-02,-2.801805356755359799e+00
4.114299206157310262e-01,-3.120292306255210146e-01,-3.047880798256820123e-01,-7.225279532709969477e-01
-5.894810385149999998e-01,5.524070087675999607e-01,-4.417457290869160058e-01,-1.409154777813500070e+00
-5.552783513132519833e-01,1.930792449380350106e+00,8.643906339850180309e-01,1.962515332480599950e+00
7.128423200311130303e-01,2.613776608048680172e-01,-2.180757558109809868e-01,-9.637098427559089853e-01
-5.743945521843829560e-01,-2.109205459474150057e+00,-6.384811267777510402e-01,3.663940892174559760e-01
-1.057841676497520006e-01,-4.903276694451059736e-01,-1.828188046514279907e+00,3.404084938757310219e-01
1.390978571617710047e-01,-3.495832682443619888e+00,-1.823236136741889890e+00,-1.789749627719029901e+00
-5.584569123481329944e-01,1.307949985238249901e+00,2.239402544572250131e-01,-5.071663824248250352e-01
-2.732481068119250178e-01,-1.676595274316150075e+00,4.333134637890090346e-02,1.043249622068640026e+00
-4.686997797820869893e-01,9.265653327480050105e-01,1.140011665902570082e+00,2.473598615732590211e+00
-7.822018456194029801e-01,-7.332726491940919633e-01,1.403781438644090107e+00,8.508057789877440102e-01
-3.017466638663799938e-01,-1.609587573644100100e-01,7.730858257023239810e-01,-6.078466446487059693e-01
-1.023465135205979953e-01,3.083138768696049858e+00,1.963693890871079928e+00,3.328617373444069827e+00
-2.858454235913839847e-01,2.713159834265350123e-01,-2.133310486885589899e-02,1.951104723850900058e+00
2.710667567505449793e-01,-9.323671607340460188e-01,-1.474368699931539961e+00,-1.971321557091679999e+00
1.071904070161529970e-01,2.668932839154539938e+00,7.549849388193969890e-01,2.295317126899199867e+00
-2.940953271561099758e-01,-4.230795337559850045e-01,-4.620366149570250269e-01,5.554607897758000352e-03
-8.536236967272420317e-01,-1.605599928677500010e+00,-6.427842786138709963e-01,-6.731587146475069838e-01
-1.614039456619120072e+00,-1.893644942165070066e+00,1.632158813265790043e+00,1.542884675874649947e+00
-9.363679391104559602e-02,1.667424975126079900e+00,5.622167737777840346e-02,-2.864212632479039983e-02
2.073811573853069912e-01,7.070999289051349557e-02,-4.248776212407909814e-01,5.379036077919709946e-01
1.538430198896789891e+00,5.691553196794799652e-01,-1.817429741641949925e-01,-5.519464358685129968e-01
-1.861206993734960125e-01,-4.545207497834030108e-01,-4.594856271914939949e-01,-1.071058019076910062e-01
6.164557163514400306e-01,9.792749790920129982e-01,-1.481143572495490002e+00,-9.409928204384649941e-01
2.691661230120899907e-03,-2.999870059268769928e+00,-1.133542220268149991e+00,-9.416950901767370263e-01
3.943948479805849949e-01,1.946524292251389898e+00,6.932745647123510491e-01,1.682900794165520075e+00
-1.582940286999439949e-01,-1.383423550225890031e+00,-1.728220447639220003e+00,-4.918406629597329993e-01
7.422970241865179952e-01,6.861474542749910199e-01,-4.514982764857329856e-01,-6.389322794383740511e-01
-1.852616824241730020e+00,-3.987584737471919993e+00,-7.443296554666020137e-01,-1.308122173730670079e+00
1.615545323207199901e+00,2.372212359497400058e+00,6.456105498013899879e-01,-2.384457352783820039e-01
2.320860223994479998e+00,3.047836538045410215e+00,8.126145814501970488e-01,5.453528994078979952e-01
-6.035312477883379989e-01,-5.947027687897610271e-01,-1.507547854244100094e-01,-5.650261195062420416e-01
