,Lattitude,Longitude,Average Temperature Apr (2021),Mean Temperature (1901-2000),Total Medicare Reimbursements per Enrollee (2009),"Per Capita Income (Lst 12 MO, 2005-2009)","Cropland (sq mi, 2007)",Infant Deaths under 1 Year (2007),Deaths (2007),Births (2007),Population over 85,Population over 75,Total Female Population,Single-Person Households (2005-2009),Households with Perons under 18 Years,Total Veteran Population (2005-2009),Hispanic or Latino Origin,Asian Alone Population,Native American and Alska Native Alone Population,Black Alone Population,White Alone Population,People of All Ages in Poverty (2009),Number of Farms (2007),Total Per Capita Medicare Spending on Alzheimer's/Dementia,Land Area (sq mi),Population over 65,Trump Votes (2016),Population,Medicare: Alcohol Abuse Prevalence (%),Medicare: Alzheimer's Disease/Dementia Prevalence (%),Medicare: Arthritis Prevalence (%),Medicare: Asthma Prevalence (%),Medicare: Atrial Fibrillation Prevalence (%),Medicare: Autism Spectrum Disorders Prevalence (%),Medicare: Cancer Prevalence (%),Medicare: Chronic Kidney Disease Prevalence (%),Medicare: COPD Prevalence (%),Medicare: Depression Prevalence (%),Medicare: Diabetes Prevalence (%),Medicare: Drug Abuse/Substance Abuse Prevalence (%),Medicare: HIV/AIDS Prevalence (%),Medicare: Heart Failure Prevalence (%),Medicare: Hepatitis (Chronic Viral B & C) Prevalence (%),Medicare: Hyperlipidemia Prevalence (%),Medicare: Hypertension Prevalence (%),Medicare: Ischemic Heart Disease Prevalence (%),Medicare: Osteoporosis Prevalence (%),Medicare: Schizophrenia/Other Psychotic Disorders Prevalence (%),Medicare: Stroke Prevalence (%),WONDER: Alzheimer's Deaths,WONDER: Ischemic Heart Disease Deaths,WONDER: Hypertensive Heart Disease Deaths,WONDER: Malignant Neoplasm Deaths,WONDER: Diabetes Deaths,WONDER: COPD Deaths,WONDER: Heart Failure Deaths,WONDER: Chronic Renal Disease Deaths,fips,FIPS,"2,4-D","2,4-DB",6-BENZYLADENINE,ABAMECTIN,ACEPHATE,ACEQUINOCYL,ACETAMIPRID,ACETOCHLOR,ACIBENZOLAR,ACIFLUORFEN,ALACHLOR,ALDICARB,ALUMINUM PHOSPHIDE,AMETRYN,AMINOPYRALID,ASULAM,ATRAZINE,AVIGLYCINE,AZADIRACHTIN,AZINPHOS-METHYL,AZOXYSTROBIN,BACILLUS CEREUS,BACILLUS FIRMUS,BACILLUS PUMILIS,BACILLUS SUBTILIS,BACILLUS THURINGIENSIS,BENFLURALIN,BENOMYL,BENSULFURON,BENSULIDE,BENTAZONE,BIFENAZATE,BIFENTHRIN,BISPYRIBAC,BORDEAUX MIXTURE,BOSCALID,BROMACIL,BROMOXYNIL,BUPROFEZIN,BUTRALIN,BUTYLATE,CALCIUM POLYSULFIDE,CAPTAN,CARBARYL,CARBOFURAN,CARBOPHENOTHION,CARBOXIN,CARFENTRAZONE-ETHYL,CHINOMETHIONAT,CHLORAMBEN,CHLORANTRANILIPROLE,CHLORETHOXYFOS,CHLORFENAPYR,CHLORIDAZON,CHLORIMURON,CHLORMEQUAT,CHLORONEB,CHLOROPICRIN,CHLOROTHALONIL,CHLORPROPHAM,CHLORPYRIFOS,CHLORSULFURON,CLETHODIM,CLODINAFOP,CLOFENTEZINE,CLOMAZONE,CLOPYRALID,CLORANSULAM-METHYL,CLOTHIANIDIN,CONIOTHYRIUM MINITANS,COPPER,COPPER HYDROXIDE,COPPER OCTANOATE,COPPER OXYCHLORIDE,COPPER OXYCHLORIDE S,COPPER SULF TRIBASIC,COPPER SULFATE,CPPU,CRYOLITE,CUPROUS OXIDE,CYANAMIDE,CYANAZINE,CYAZOFAMID,CYCLANILIDE,CYCLOATE,CYDIA POMONELLA,CYFLUTHRIN,CYHALOFOP,CYHALOTHRIN-GAMMA,CYHALOTHRIN-LAMBDA,CYMOXANIL,CYPERMETHRIN,CYPROCONAZOLE,CYPRODINIL,CYROMAZINE,CYTOKININ,DAMINOZIDE,DAZOMET,DCPA,DECAN-1-OL,DELTAMETHRIN,DESMEDIPHAM,DIAZINON,DICAMBA,DICHLOBENIL,DICHLOROPROPENE,DICHLORPROP,DICLOFOP,DICLORAN,DICLOSULAM,DICOFOL,DICROTOPHOS,DIFENOCONAZOLE,DIFENZOQUAT,DIFLUBENZURON,DIFLUFENZOPYR,DIMETHENAMID,DIMETHENAMID-P,DIMETHIPIN,DIMETHOATE,DIMETHOMORPH,DINOSEB,DINOTEFURAN,DIQUAT,DISULFOTON,DITHIOPYR,DIURON,DODINE,EMAMECTIN,ENDOSULFAN,ENDOTHAL,EPN,EPTC,ESFENVALERATE,ETHALFLURALIN,ETHEPHON,ETHION,ETHOFUMESATE,ETHOPROPHOS,ETOXAZOLE,ETRIDIAZOLE,FAMOXADONE,FATTY ALCOHOLS,FENAMIDONE,FENAMIPHOS,FENARIMOL,FENBUCONAZOLE,FENBUTATIN OXIDE,FENHEXAMID,FENOXAPROP,FENOXYCARB,FENPROPATHRIN,FENPYROXIMATE,FENTIN,FERBAM,FIPRONIL,FLONICAMID,FLORASULAM,FLUAZIFOP,FLUAZINAM,FLUBENDIAMIDE,FLUCARBAZONE,FLUDIOXONIL,FLUFENACET,FLUMETRALIN,FLUMETSULAM,FLUMICLORAC,FLUMIOXAZIN,FLUOMETURON,FLUOPICOLIDE,FLUOXASTROBIN,FLUROXYPYR,FLUTHIACET-METHYL,FLUTOLANIL,FLUTRIAFOL,FLUVALINATE-TAU,FOMESAFEN,FORAMSULFURON,FORMETANATE,FOSETYL,GALLEX,GAMMA AMINOBUTYRIC ACID,GARLIC JUICE,GIBBERELLIC ACID,GLUFOSINATE,GLYPHOSATE,HALOSULFURON,HARPIN PROTEIN,HEXAZINONE,HEXYTHIAZOX,HYDRAMETHYLNON,HYDRATED LIME,HYDROGEN PEROXIDE,HYMEXAZOL,IBA,IMAZALIL,IMAZAMETHABENZ,IMAZAMOX,IMAZAPIC,IMAZAPYR,IMAZAQUIN,IMAZETHAPYR,IMIDACLOPRID,INDOXACARB,IODOSULFURON,IPCONAZOLE,IPRODIONE,ISOXABEN,ISOXAFLUTOLE,KAOLIN CLAY,KINOPRENE,KRESOXIM-METHYL,L-GLUTAMIC ACID,LACTOFEN,LINDANE,LINURON,MALATHION,MALEIC HYDRAZIDE,MANCOZEB,MANDIPROPAMID,MANEB,MCPA,MCPB,MECOPROP,MEFENOXAM,MEPIQUAT,MESOSULFURON,MESOTRIONE,METALAXYL,METALDEHYDE,METAM,METAM POTASSIUM,METCONAZOLE,METHAMIDOPHOS,METHIDATHION,METHIOCARB,METHOMYL,METHOXYCHLOR,METHOXYFENOZIDE,METHYL BROMIDE,METHYL IODIDE,METHYL PARATHION,METIRAM,METOLACHLOR,METOLACHLOR-S,METRIBUZIN,METSULFURON,MEVINPHOS,MOLINATE,MSMA,MYCLOBUTANIL,MYROTHECIUM VERRUCARIA,NALED,NAPHTHYLACETAMIDE,NAPHTHYLACETIC ACID,NAPROPAMIDE,NAPTALAM,NEEM OIL,NICOSULFURON,NORFLURAZON,NOVALURON,ORTHOSULFAMURON,ORYZALIN,OXADIAZON,OXAMYL,OXYDEMETON-METHYL,OXYFLUORFEN,OXYTETRACYCLINE,PACLOBUTRAZOL,PARAQUAT,PARATHION,PELARGONIC ACID,PENDIMETHALIN,PENOXSULAM,PERMETHRIN,PETROLEUM DISTILLATE,PETROLEUM OIL,PHENMEDIPHAM,PHORATE,PHOSMET,PHOSPHAMIDON,PHOSPHORIC ACID,PICLORAM,PINOLENE,PINOXADEN,PIPERONYL BUTOXIDE,POLYHEDROSIS VIRUS,POLYOXORIM,POTASSIUM BICARBONATE,POTASSIUM OLEATE,PRIMISULFURON,PRODIAMINE,PROFENOFOS,PROHEXADIONE,PROMETON,PROMETRYN,PROPAMOCARB HCL,PROPANIL,PROPARGITE,PROPAZINE,PROPICONAZOLE,PROPOXYCARBAZONE,PROPYZAMIDE,PROSULFURON,PROTHIOCONAZOLE,PSEUDOMONAS FLUORESCENS,PYMETROZINE,PYRACLOSTROBIN,PYRAFLUFEN ETHYL,PYRASULFOTOLE,PYRETHRINS,PYRIDABEN,PYRIMETHANIL,PYRIPROXYFEN,PYRITHIOBAC-SODIUM,PYROXSULAM,QUINCLORAC,QUINOXYFEN,QUINTOZENE,QUIZALOFOP,RIMSULFURON,ROTENONE,SABADILLA,SAFLUFENACIL,SETHOXYDIM,SILICATES,SIMAZINE,SODIUM CHLORATE,SPINETORAM,SPINOSYN,SPIRODICLOFEN,SPIROMESIFEN,SPIROTETRAMAT,STREPTOMYCIN,SULFCARBAMIDE,SULFENTRAZONE,SULFOSATE,SULFOSULFURON,SULFUR,SULFURIC ACID,TCMTB,TEBUCONAZOLE,TEBUFENOZIDE,TEBUPIRIMPHOS,TEBUTHIURON,TEFLUTHRIN,TEMBOTRIONE,TERBACIL,TERBUFOS,TETRABOROHYDRATE,TETRACONAZOLE,TETRATHIOCARBONATE,THIABENDAZOLE,THIACLOPRID,THIAMETHOXAM,THIAZOPYR,THIDIAZURON,THIENCARBAZONE-METHYL,THIFENSULFURON,THIOBENCARB,THIODICARB,THIOPHANATE-METHYL,THIRAM,TOPRAMEZONE,TRALKOXYDIM,TRALOMETHRIN,TRI-ALLATE,TRIADIMEFON,TRIADIMENOL,TRIASULFURON,TRIBENURON METHYL,TRIBUFOS,TRICLOPYR,TRIFLOXYSTROBIN,TRIFLOXYSULFURON,TRIFLUMIZOLE,TRIFLURALIN,TRIFLUSULFURON,TRITICONAZOLE,UNICONAZOLE,VINCLOZOLIN,ZETA-CYPERMETHRIN,ZINC,ZIRAM,ZOXAMIDE
0,32.5349,-86.6428,63.2,63.6,10146.32,23774.0,66.1703125,6.0,406.0,719.0,551.0,2533.0,28002.0,4399.0,7972.0,5387.0,1310.0,474.0,232.0,9643.0,42855.0,5653.0,415.0,17351.207222,594.44,5876.0,18172.0,54571.0,0.7577,10.9204,27.6131,3.343,8.9815,,8.246,13.7731,12.1685,9.3381,28.0143,1.3818,,15.2663,,47.671,61.2659,33.4968,6.2625,1.7829,4.6579,,107.4,,163.5,,66.0,91.2,,1001,1001.0,2482.4,44.3,,26.3,13.2,,,,,15.0,,32.9,,,4.4,,537.8,,,1.2,17.9,0.1,,,,,,,,,66.4,1.2,118.3,,,2.3,,,,,,,35.1,30.5,,,,,,,,,,,0.4,,,,1003.0,,129.8,,2.7,,,,,,27.0,,19.6,25.6,,,,,,,,,,,,,,,0.1,,0.1,1.6,,7.8,,,,,,,,,,,,26.3,,,,32.6,,3.4,,152.1,,,12.5,,,,,,,,,,,,243.0,153.0,,10.4,,,,5.5,52.6,1447.5,,,,,,,,,,,0.4,,,,,,,,,,,,0.4,,,,1.9,,,,4.8,75.7,1310.5,,,12.8,,34.2,4.0,,271.2,,,,,,,,474.4,8184.3,,,,,,,,,,,,,8.0,,,0.3,43.7,,,,,,,,,,,4.9,,189.9,2.1,,48.3,,,,,,4.2,62.2,,18.9,1.6,,,,,,,,74.3,,,,,,,109.8,317.0,0.4,,,,1139.6,3.1,,,,,,,,,,,,,,,,,,,57.0,,,1017.6,,22.1,,265.0,,131.9,19.2,,,450.0,,,,,,,,,,,,,,,,,,33.4,,,,6.2,,,37.0,,,,,,,191.6,,,,,,,,,,0.8,,40.5,,,0.3,,,,,,,,,183.2,,8.4,23.4,,,,,,,,,,,,,66.7,,54.0,,9.1,,22.7,16.0,,,,,,,0.3,,2.8,1196.3,1607.8,7.4,2.7,,5.6,,,,,7.4,,,
1,30.7278,-87.7171,64.4,66.4,10018.91,26197.0,160.99375,11.0,1682.0,2281.0,3233.0,12765.0,93069.0,15715.0,23224.0,20648.0,7992.0,1348.0,1216.0,17105.0,156153.0,23590.0,1139.0,18029.827477,1589.78,30610.0,72883.0,182265.0,0.7552,11.091,31.3458,4.0398,10.8084,,9.3352,10.0533,10.6509,8.7237,23.6738,0.5652,,14.4637,0.1714,48.4318,60.2363,34.4082,6.208,2.0338,4.4105,20.8,105.6,26.0,181.6,21.1,47.9,22.4,,1003,1003.0,4432.5,3135.9,,50.0,832.2,,,,,34.9,,4649.4,,,7.0,,3379.0,,,0.6,594.0,0.4,,,,0.3,,,,,70.2,,269.7,,,8.3,,,2.1,,,,4.8,1.8,,,,6.2,,,0.5,,,,12.5,,,119.5,24185.0,,2750.0,,120.4,,,,,0.8,9.2,,,33.8,,,,,0.6,,,,,,,449.1,,,2.8,,,93.5,6.7,645.1,,,,0.1,,,,,,,,105.9,,,,,,177.5,,2015.3,8.6,,327.7,,,,,,,,,29.1,,,,6183.4,,2.1,,,,1.9,1135.9,6787.2,,,,,,6.7,,,,,34.6,,,,,,,273.7,,,0.7,,16.5,13.3,,,27.8,,,,,826.0,,,,,,4318.2,,,,,,,,,,,753.7,26842.5,,,,,,,,,,,,,520.5,,,,28.6,,,,,,,,,,,,,33.0,9.4,,696.0,8.6,,,,,19.5,523.8,,,5.6,,6202.1,,,0.8,,,335.4,,,241.6,,,,,13412.7,27.6,,,,,1.8,,,,,,,,,,,,,,999.3,,,,,217.5,,,230.2,,1.2,,1105.0,,8570.1,,,,319.4,,,,,,,,,,,,,,,,,,1275.5,,,,398.8,,0.7,860.5,0.6,,,,14.0,,143.2,,,,,,1.1,,,,26.8,,,,,,,,,,,,,,0.8,,4.8,5737.2,,,,,,,,,,,,,180.6,,178.5,,49.6,,9.7,1415.2,,,,,,,0.8,,15.2,2696.5,,193.0,1.2,,674.6,,,,,0.2,,,1.6
2,31.8696,-85.3932,62.8,64.5,9979.23,15842.0,88.959375,6.0,248.0,417.0,443.0,1671.0,12881.0,2925.0,3264.0,2480.0,1387.0,107.0,114.0,12875.0,13180.0,8676.0,623.0,19533.117699,884.88,4102.0,5454.0,27457.0,1.2276,14.1014,30.8152,4.3122,8.656,0.0,8.7819,16.6824,11.1426,8.0579,31.728,0.5666,,16.7139,,57.0349,71.4196,27.6991,,2.2348,5.0362,,,,219.4,,,,,1005,1005.0,1546.7,258.0,,5.6,510.0,,,,,,,269.4,,,,,229.4,,,,189.8,0.1,,,,0.2,,,,,,,62.5,,,2.3,,,1.1,,,,8.8,58.9,,,,,,,0.3,,,,0.5,,,143.1,7644.1,,6.1,,18.4,,,0.3,,,0.8,,2.5,16.9,,,,,0.4,,,,,,,169.6,,,5.3,,,23.1,0.5,3.9,,,,,,,,,,,0.3,7.9,,77.6,,13.2,,13.6,,682.5,9.8,,,,,,,8.8,,,,1.7,,,11.3,,,73.1,,,,1.5,455.3,4718.3,,,,,,0.5,,,,,,,,,,,,95.2,,,,,,0.8,,,2.8,,,,,128.8,277.7,,,198.7,,166.4,,,,,,,,,,,132.7,11619.2,,,,,,,,,,,,,46.4,,,,11.1,,,,,,,,,,,,,1.9,,,54.8,0.5,2.5,,,,4.4,45.8,,,0.2,,356.1,,,0.4,,,10.4,,3.4,289.3,,1.6,,172.1,182.0,1.6,,,,5.0,0.8,,,,,,1.0,,,,,,,,7.5,,,,,275.0,,,1587.5,,0.2,,50.7,,384.0,11.3,,,471.2,,,,,,,,,,,,,,,,,,98.8,,,,15.2,,3.6,8.2,0.1,,,,0.8,,1.7,,,,0.3,,0.1,,,,5.6,,337.4,,,,,,,,71.0,,,,71.7,,1.5,150.7,,,,,,0.2,1.7,,,,,,30.4,,67.0,,3.7,,2.6,19.7,,,,,,,,,1.1,929.4,8.3,54.2,,,167.0,,,,,,,12.6,0.1
3,32.9986,-87.1264,61.3,62.5,12040.0,18953.0,13.4671875,3.0,203.0,279.0,279.0,1183.0,10614.0,1813.0,2780.0,1787.0,406.0,22.0,64.0,5047.0,17381.0,3658.0,211.0,18599.649457,622.58,2904.0,6738.0,22915.0,1.0309,13.5648,30.1682,3.9609,10.255,0.0,8.1932,20.076,15.6267,11.72,31.0364,0.7596,,21.3782,,50.5155,68.3125,31.9588,6.8909,2.4417,4.1237,,192.5,,239.9,,,,,1007,1007.0,21.3,,,,,,,,,,,,,,,,24.2,,,,0.1,,,,,,,,,,,,,,,0.4,,,,,,,0.3,3.0,,,,,,,,,,,,,,,9.2,,0.8,,0.4,,,0.5,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.8,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,0.1,,10.2,,,,,,,,,,,,,,,,,,0.4,,,,,,,,2.2,0.3,,,,,,,,,,,1.1,,,,,,,,,,,,,0.3,,,0.3,,0.8,,6.4,,,0.3,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,2.4,,,,,,,,,0.5,,,,,,,0.2,,,,,,,2.4,,,,,,,,,,,12.2,,,,0.7,,,,,,,,
4,33.9809,-86.5674,60.2,60.3,10755.04,20360.0,73.0234375,7.0,542.0,720.0,808.0,3360.0,28960.0,4597.0,7711.0,4005.0,4626.0,117.0,307.0,761.0,53068.0,8457.0,1414.0,19836.543372,644.78,8590.0,22859.0,57322.0,0.45,12.4491,28.4551,4.1354,9.2351,,7.7137,14.4204,13.5633,11.0992,27.898,0.4714,,18.513,,49.8393,65.8667,35.2261,6.5781,2.4427,4.5854,,81.1,,184.6,,60.6,43.2,,1009,1009.0,5400.4,83.3,0.1,5.2,,,,,,46.2,,495.2,,,35.3,,126.9,,,4.4,57.6,,,,,0.2,,,,,104.5,,1.1,,,,,,,,,,2512.4,43.1,,,,,,,,,,,,,,,4104.8,,98.6,,0.7,,,9.4,,0.3,1.8,,,717.6,,,,,4.0,,,,,,,63.9,,,0.4,,,0.7,,30.5,,,,,,,,,,,,97.2,,,,0.8,,,,74.3,,,0.9,,,,,1.9,,,,,,,167.3,28.6,,13.4,,,,1.4,55.8,856.3,,,,,,,,,,,45.0,,,,,,0.9,133.0,,,,,,,,,0.4,,,,,18.3,450.0,,,,,,,,1.1,,,,,,,,191.5,4720.0,1.0,,,,,,,,,,,,8.7,,,,12.7,,,,,,,,,,,1.1,,2.4,,,188.5,,28.6,,,,1.3,35.6,,,0.4,,,,,,,,6.1,,1.2,,,,23.0,,88.4,662.5,,,,,4.6,,,,0.1,6.0,15.0,,,,,,1.8,,,,,,,302.1,,,184.4,,35.9,,720.9,,,1808.5,,,632.3,,,,,,,,,,,,,,,,,,44.1,,,,,,1.8,1.1,,,,,,,5.3,,,0.2,,,,,,,3.4,,246.1,,,,,,,5.5,,,,,533.4,,,5.0,,,,,,6.0,,,0.5,,,,19.0,,23.9,,0.8,,2.1,33.7,,,,,,,0.1,,0.4,330.0,644.3,11.5,0.3,,,,,,,0.2,,21.6,
5,32.1005,-85.7161,62.3,63.8,10049.02,17746.0,51.45,2.0,130.0,191.0,208.0,634.0,5002.0,1218.0,1287.0,694.0,777.0,20.0,23.0,7666.0,2507.0,3230.0,277.0,24107.793052,622.81,1181.0,1140.0,10914.0,,,35.0053,2.6681,,0.0,8.4312,16.8623,13.3404,4.6958,35.4322,,,22.3052,,42.6894,71.9317,33.7247,,3.095,,,149.1,,191.9,,,,,1011,1011.0,2198.8,70.3,,2.1,21.0,,,,,23.8,,52.3,,,5.5,,248.5,,,,22.3,,,,,,,,,,105.4,0.1,10.8,,,,,,,,,,1.6,1.4,,,,,,,,,,,0.2,,,,950.3,,174.3,,4.2,,,,,,13.0,,,,,,,,,,,,,,,,,,0.1,,0.2,2.5,,12.4,,,,,,,,,,,,8.5,,,,8.7,,5.3,,12.4,,,14.8,,,,,,,,,,,,17.6,243.0,,0.6,,,,1.6,83.5,117.8,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,1.0,,,,2.1,22.7,106.6,,,15.9,,54.3,1.8,,37.8,,,,,,,,38.6,1112.8,,,,,,,,,,,,,12.6,,,0.5,4.5,,,,,,,,,,,7.8,,15.4,0.2,,9.7,,,,,,0.7,5.1,,9.1,0.5,,,,,,,,4.5,,,,,,,174.4,394.0,0.9,,,,92.7,0.3,,,,,,,,,,,,,,,,,,,56.8,,,311.2,,2.1,,,,209.5,,,,558.7,,,,,,,,,,,,,,,,,,29.0,,,,9.9,,,17.8,,,,,,,15.6,,,,,,,,,,1.3,,,,,0.4,,,,,,,,,16.7,,0.7,37.0,,,,,,,,,,,,,5.4,,4.4,,2.4,,1.8,25.4,,,,,,,,,0.8,97.3,1996.2,11.1,0.2,,8.8,,,,,0.6,,,
6,31.7524,-86.6803,63.5,64.4,12589.61,17221.0,39.4375,4.0,248.0,292.0,512.0,1660.0,11109.0,2570.0,2831.0,1667.0,191.0,177.0,60.0,9095.0,11399.0,5792.0,490.0,18017.895758,776.83,3231.0,4901.0,20947.0,0.7917,17.8481,39.5106,4.0662,,,8.1324,16.9126,14.2137,10.3275,33.7531,2.267,,22.4541,,44.2245,68.3699,33.8971,6.5491,2.5189,4.7859,,114.2,,170.1,78.5,,,,1013,1013.0,2650.7,21.6,,2.1,5.7,,,,,0.9,,145.7,,,6.1,,947.8,,,0.4,11.1,,,,,0.1,,,,,1.7,,8.2,,,0.2,,,0.4,,,,3.3,1.4,,,,0.3,,,,,,,0.3,,,23.6,244.5,,72.5,,1.5,,,,,,3.0,,,9.4,,,,,0.4,,,,,,,18.5,,,,,,0.7,0.1,7.9,,,,,,,,,,,,0.3,,,,,,1.2,,82.9,0.1,,2.3,,,,,,,,,0.2,,,,42.5,,0.8,,,,0.2,20.1,279.2,,,,,,0.1,,,,,4.4,,,,,,,33.1,,,,,0.1,0.1,,,0.3,,,,,11.5,,,,,,29.7,,,,,,,,,,,31.0,1344.4,,,,,,,,,,,,,3.6,,,,2.2,,,,,,,,,,,,,0.3,0.4,,21.3,0.1,,,,,1.0,21.5,,,0.2,,51.9,,,0.2,,,10.6,,,47.6,,,,,121.6,0.2,,,,,0.1,,,,,,,,,,,,,,37.8,,,,,2.9,,,9.7,,0.4,,189.0,,58.9,,,,278.0,,,,,,,,,,,,,,,,,,14.8,,,,2.7,,,30.8,,,,,0.1,,5.9,,,,,,,,,,8.2,,,,,,,,,,,,,,0.5,,0.2,45.3,,,,,,,,,,,,,10.7,,7.3,,0.1,,0.4,18.2,,,,,,,,,,110.9,,2.0,,,27.7,,,,,,,,
7,33.7714,-85.8261,60.0,60.7,11047.15,21372.0,40.5546875,11.0,1316.0,1563.0,1804.0,7553.0,61396.0,13752.0,14970.0,11652.0,3893.0,845.0,540.0,24382.0,88840.0,21134.0,735.0,20969.545738,605.87,17152.0,32865.0,118572.0,0.7312,14.2623,38.7344,4.6675,8.4672,,7.4831,15.424,14.645,9.007,29.0849,1.3804,,21.1577,0.1367,47.7756,66.0972,40.9485,6.4853,2.6994,4.893,20.9,171.6,,189.8,,60.8,45.5,,1015,1015.0,2139.2,,,5.7,,,,,,,,391.1,,,13.8,,143.1,,,1.7,26.2,,,,,,,,,,0.5,,,,,,,,,,,,112.6,8.5,,,,,,,,,,,0.1,,,,123.3,,29.2,,0.1,,,0.6,,0.5,1.5,,,27.8,,,,,0.4,,,,,,,70.2,,,1.5,,,2.6,,30.4,,,,,,,,,,,,105.8,,,,3.3,,,,81.6,,,0.3,,,,,0.7,,,,,,,66.6,9.8,,0.4,,,,0.1,1.9,940.7,,,,,,,,,,,1.7,,,,,,0.3,45.8,,,,,,,,,0.5,,,,,,494.4,,,,,,,,0.1,,,,,,,,210.4,6274.6,0.1,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,2.0,,0.4,,,26.6,,0.9,,,,1.3,39.1,,,0.5,,,,,,,,1.2,,0.4,,,,8.6,,73.4,258.8,,,,,0.6,,,,,,1.0,,,,,,0.7,,,,,,,219.6,,,0.3,,2.0,,88.0,,,76.9,,,247.2,,0.1,,,,,,,,,,,,,,,,12.6,,,,,,0.6,4.2,,,,,,,5.8,,,,,,,,,,0.4,,60.7,,,,,,,0.2,,,,,35.1,,,12.6,,,,,,0.4,,,0.9,,,,20.7,,26.3,,2.9,,2.3,2.9,,,,,,,0.1,,1.5,362.5,252.0,4.2,0.4,,,,,,,0.4,,8.1,
8,32.9144,-85.392,59.6,61.3,9623.32,17072.0,22.3984375,5.0,471.0,426.0,771.0,2598.0,17852.0,4068.0,4295.0,2990.0,536.0,168.0,69.0,13257.0,20112.0,6974.0,336.0,16556.214441,596.53,5759.0,7843.0,34215.0,0.8965,14.7492,32.3372,3.3298,7.5133,,6.937,13.9168,13.5966,6.0619,33.127,0.8538,,21.6222,,43.9274,66.4034,40.3415,5.635,2.0918,4.6745,,118.4,58.3,197.2,,49.9,,,1017,1017.0,81.3,0.2,,,0.4,,,,,,,0.4,,,,,47.5,,,,2.0,,,,,,,,,,,,,,,0.1,,,,,,,,3.5,,,,,,,,,,,,,,,14.5,,13.4,,0.1,,,0.1,,,0.2,,,,,,,,,,,,,,,,,,,,,0.7,,0.9,,,,,,,,,,,,1.0,,,2.8,,,,,0.3,0.5,,0.2,,,,,0.4,,,,,,,179.5,5.6,,3.1,,,,,0.6,1.1,,,,,,,,,,,0.3,,,,,,0.2,15.1,,,,,,,,,,,,,,,0.2,,,14.4,,0.2,,,,,,,,,,,,93.2,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,0.3,,0.2,,,,,,2.9,,,,,0.3,,,,,,,0.2,,,,,,,,,,,,,11.7,,,1.2,,0.2,,1.2,,,0.3,,,16.8,,0.1,,,,,,,,,,,0.1,,,,,2.1,,,,,,0.2,1.0,,,,,,,,,,,,,,,,,0.1,,22.5,,,,,,,,,,,,1.7,,,2.3,,,,,,0.1,,,,,,,0.5,,,,1.1,,,0.5,,,,,,,,,0.3,0.2,44.0,1.4,,,0.9,,,,,,,,
9,34.176,-85.6038,59.0,60.4,9922.3,20434.0,91.134375,3.0,290.0,249.0,379.0,1742.0,13101.0,2455.0,3153.0,1972.0,320.0,54.0,135.0,1208.0,24081.0,4420.0,654.0,20091.318061,553.7,4537.0,8953.0,25989.0,1.0148,13.3952,29.9797,3.2473,8.2343,0.0,8.1473,15.5117,16.5265,11.2786,30.2406,1.1598,,19.9188,,49.3186,64.9464,32.9081,4.61,2.6964,4.3201,87.1,132.0,,174.8,,77.5,,,1019,1019.0,2707.5,,,33.3,,,,,,,,2265.2,,,14.1,,343.4,,,2.9,153.1,,,,,0.1,,,,,1.4,,,,,,,,,,,,272.1,22.2,,,,,,,,,,,0.4,,,,617.0,,85.6,,0.2,,,6.4,,2.4,3.4,,,70.6,,,,,1.1,,,,,,,406.3,,,9.8,,,17.5,,172.5,,,,,,,,,,,,609.5,,,,21.6,,,,472.8,0.2,,0.9,,,,,2.1,,,,,,,242.9,30.6,,,,,,0.5,55.0,5448.1,,,,,,,,,,,4.4,,,,,,0.9,142.7,,,,,,,,,2.8,,,,,,2863.2,,,,,,,,0.3,,,,,,,,1218.6,30028.6,0.1,,,,,,,,,,,,,,,,40.8,,,,,,,,,,,8.7,,2.8,,,158.5,,,,,,7.4,226.6,,,2.7,,,,,,,,1.4,,1.3,,,,15.2,,158.3,267.2,,,,,1.1,,,,0.1,,12.6,,,,,,1.2,,,,,,,1200.6,,,2.4,,13.9,,215.0,,,189.4,,,257.6,,1.0,,,,,,,,,,,,,,,,68.1,,,,,,2.0,27.6,,,,,,,33.7,,,0.2,,,,,,,1.6,,181.8,,,,,,,0.5,,,,,80.6,,,81.2,,,,,,5.0,,,3.9,,,,116.4,,152.2,,19.4,,13.4,27.9,,,,,,,0.5,,9.8,2099.6,260.7,13.6,2.1,,,,,,,1.6,,14.3,
