"","X1","X2","X3","X4","X5","X6","X7"
"1",0.168015245280871,1.39930279191162,-0.967722908372188,0.151745562597999,-0.0956127615268544,0.633126567490749,0.41233736181637
"2",0.289691154049102,0.323879680304936,0.140355633059685,0.347853588101041,0.100823854297286,0.755686214616294,-0.505031014697493
"3",NA,1.56147193539968,NA,0.175307221888943,1.62918063975294,-0.175328960639855,-0.424401235455202
"4",-1.43256657934,0.455705932696209,1.83380974526038,0.0399105156998451,0.205510337313477,1.37752496022997,0.582325573092736
"5",NA,1.09490176397419,NA,0.375006895714077,NA,-1.28536945867627,0.408722335438636
"6",0.848960744175385,0.717736866079072,0.251471481024747,1.05162856415652,0.824930591043519,1.38683111069101,-1.31389780906021
"7",0.598745900935669,-0.135306144140023,0.718551499476899,0.0631314896482911,0.891062865970879,2.3239843624679,-1.32674232447572
"8",-0.47191612156311,0.936369804596557,0.288822458528494,-1.12698570479096,1.49170964922677,0.470182792746269,0.555498018386437
"9",-0.526627898051517,0.274077364944158,2.20737016919702,-0.137137858066333,0.427081255882485,-0.10691820060806,0.959536912075671
"10",NA,0.799451367457257,NA,0.472819268238777,0.84679215025108,-0.18296024620085,-1.75579552831562
"11",0.152207659362995,1.15608118635675,1.34945984750966,1.03828665926062,1.27239966517423,-0.282154701188632,0.95231537944322
"12",-1.4906009907138,1.033806963224,0.17909314266476,-0.66046365242568,NA,-0.966640650977357,-0.618405911485288
"13",-0.999782977548023,0.0637830248908362,0.910910351783835,-0.898134044549823,0.138755163102748,1.43947743947318,1.43900414897218
"14",-0.298399398449785,0.161452465648692,-0.313077098716457,0.398244935409781,-0.234466041515899,-0.0285337674284157,-0.361509503622726
"15",-0.640976260736126,0.796376173267196,0.666080002391014,-0.669253743697156,1.42732516615679,1.30819740184818,0.454941902348237
"16",-0.508192249140422,1.89058800689129,-1.01417456166247,2.10267054877602,0.590667653006659,1.74477804098131,-0.342893570278185
"17",NA,2.20667246743529,NA,0.134374491203243,NA,-0.843884476599234,-0.337299757922183
"18",NA,-0.196396678471805,NA,-1.59262392606437,1.20782396242806,0.953740006352575,-0.274632460550514
"19",-0.210737513886633,0.690015091665682,-0.40682557637815,-1.89171662707742,-1.883737525647,0.262126022190522,0.822321201389121
"20",-1.14866116839206,0.337909769383868,-0.710083121825983,0.451087955438908,NA,-1.34841488965133,0.0260441932837905
"21",-0.239104679748584,1.93207499278929,1.23888224371754,-1.35855328446273,-0.93555257213052,0.665674952739697,0.479171093274569
"22",-1.76756856399628,-0.312351867891583,0.740062966236887,0.0878161686024629,2.43981000412462,0.66030723936419,-0.720485374585802
"23",0.853763695132109,0.546008422929921,1.00521373110932,0.775827588113353,0.633426541877627,0.923276502254739,-0.0302284410252264
"24",-0.808613890447541,-0.573967279152259,0.137345481194067,0.833741932228824,1.52940229887643,1.66004210587453,0.678992669969256
"25",-0.531054524316822,0.943624982171616,-0.311751849802134,1.89451305163542,NA,-0.877788146844158,-0.0604042039452046
"26",NA,2.96701818540316,NA,0.765924467949557,-1.97477737319153,0.990769383763798,0.316764119518462
"27",-0.0178908545184994,1.80129975529099,0.0573798217551357,0.337087659951626,-2.22878490092672,1.65295403025439,-0.197598575005001
"28",0.254622369295465,-0.212932276331385,-0.699261038794332,-0.599601856246424,-0.840251573786258,-0.181784900921779,-1.1626080304343
"29",0.688873204446086,0.161825091224693,0.292256740084038,1.25696680835726,-0.413857724293023,-0.240647729774387,0.525902483442432
"30",-0.619131758440522,0.604225740008811,-0.824637755130496,0.358930019408298,1.64732573703415,-0.12104109450936,-0.626908904503753
"31",-0.0960245762314859,0.572562773177542,0.909896347047054,0.106891402699536,-0.302429316596084,1.73458298154876,1.05103234846978
"32",0.689253507001655,-0.174586586174222,-1.42738185462409,-0.143371689673941,-0.111676082547078,1.73931416545884,0.278828281065145
"33",-1.20166179263313,0.17868255210914,-0.107212654569404,-1.7819329253475,NA,-1.27392314823048,-0.321814979490931
"34",-2.83682275767921,1.33240976755241,0.447964511256807,1.40695719743316,-0.935088417847987,2.36237223555979,0.0877515065928982
"35",0.866364088797876,0.636626954874679,1.27333109555034,-0.433172412589557,NA,-1.64545579675334,0.195592950590872
"36",0.589422610934873,0.988281215857838,1.65616253350083,0.632985575423919,-1.56405368106467,1.15500602244741,1.95281790437048
"37",-0.0572577519678277,0.450543153271082,-0.134485577759239,0.236799323716464,0.367316310621062,-0.408202384895142,0.614817019740147
"38",0.251335521829424,0.0644288955493739,0.223717416167739,0.1689071338647,1.19228948918571,0.437522528412251,-0.947007246944646
"39",-0.0355099236539541,1.50371308096728,0.208169831461888,0.171704225996165,0.065312194431075,-0.316750150393455,0.345076710108023
"40",NA,-1.65884176215606,NA,0.188848054322797,1.17611693734425,-0.470621661716892,-0.16114988928312
"41",-0.119296638027242,1.2135786474487,-0.972455057874138,-1.17125565573429,-1.67042085514006,0.96287056470701,-0.360489885442411
"42",-0.906523898033571,2.15660999689654,-0.728547933688464,1.713619049674,-0.225585800840204,1.24180372816257,1.25480932469292
"43",0.339928012330708,0.066589262589968,1.2660074613154,-0.0938142614817907,-0.946705641467283,0.097252728703795,0.693438552227181
"44",0.568383517070214,1.61811677838569,1.03587512058882,-0.835869156920847,0.13449226913378,-0.214361059521142,-2.0718349561025
"45",-1.6829846556134,1.35718725326435,1.05779533092921,1.57587743362307,-2.20583553049767,-0.0689367834020727,-1.5869808315987
"46",0.75630638321303,1.32404283349925,-0.108401600411899,-1.77722343896489,0.14715870649713,0.616065834225428,-0.948977003250518
"47",NA,0.248615020988899,NA,-1.8134986318202,0.467566694310112,0.349854105646783,-0.552626535408955
"48",0.803235459752431,-1.25661075763845,1.11790444510232,0.325944222849354,1.08935222668633,0.59083120042337,-0.303198358239826
"49",-0.92214725941742,1.3680350000554,2.09626123138512,-1.72448828153939,1.46018433933697,0.663390528382314,1.24226996332023
"50",0.757695855362182,1.06841858491943,0.0940561908700953,-0.946272716392559,-0.464356280532407,0.00608838206714563,-1.27608265681114
"51",0.511029963070924,-0.305715582367826,-0.196412545742344,-0.674071565049562,0.908548564160553,1.02360630665897,-0.386077784453419
"52",0.80482686357064,-0.110874782674076,-1.63707280995819,1.29017351630076,NA,-0.651404489928811,1.02024775653985
"53",0.444005841802234,1.73835599933131,0.631568707770328,-0.654803402500546,-0.16862676678929,2.63819221033753,-0.926962141958833
"54",-0.192765899030394,2.47878588004448,1.06798620396629,0.275521327322463,1.68937690839351,0.389577169961622,1.03418375526848
"55",-2.71530591736383,2.64303251781818,1.65669811679149,-0.189397071845228,0.654495972059278,-0.0216010517984946,-0.781471157468979
"56",0.33322552943596,-1.37005698737152,-0.398148620420355,0.868714936678952,-0.133242970415114,-0.0747430611604627,-0.589953939053304
"57",0.621247942896113,0.525609134019386,0.392872535204506,2.45603783701564,-0.979857149351312,2.28421175716041,1.55005495374571
"58",-2.5137862489137,1.72123069794208,-0.308342044021878,0.0548142606716185,-0.855888742976109,-0.199691820864557,-0.175681520019508
"59",-0.746834130193013,1.00051436981638,-0.245070515380229,-0.755610661491106,-0.351631311874363,0.635209646047666,-0.28402772654443
"60",-0.985001886297004,0.653597076333524,0.560801051378898,0.613209010785343,-0.155744182968635,2.13230784751597,1.39517826895723
