-4.180150687699402123e-02,2.495486204547831210e+00,6.347209290048426711e-01,2.189543049257706986e-01,5.883411400617751807e-01,6.255181002465097784e-01,1.629960100095542153e+00,1.979941315551111414e+00,7.832792615116218604e-01,1.306328188054652450e+00,3.420631082965546188e-01,8.108206015952873491e-01,3.564018508335326518e-01,2.574715467181004858e+00,1.366391544487461251e+00
-1.231665505298347452e-01,-5.982710056717666092e-01,1.343443450280816576e+00,-8.680194041256503179e-02,-8.762862370629370679e-01,1.331727650650194716e+00,1.358177786093628825e+00,-2.888168275658009598e-02,-1.645923550997396401e+00,-8.938980225724435513e-02,9.432169118171008781e-01,-7.011446696436404724e-02,1.989602483719679960e+00,2.214358780401260329e+00,-8.533959740239385194e-01
-1.246439892679230832e+00,3.449898545497770641e+00,1.647372269965658775e+00,-2.425342002944280706e-01,1.258807618221151059e-01,1.776647798727540639e+00,-3.145616089375942170e-01,1.687443482657550176e+00,-3.597026519982680637e-01,-1.002877067485903551e+00,2.845666346492445320e-01,-9.683396151737949653e-01,7.015130860666114465e-01,4.088733700352695344e+00,1.287100716831904634e+00
6.977574528180369162e-01,2.950339157778755883e+00,1.743360841651354409e+00,-1.285135319828432543e+00,1.134914712080241084e-01,3.102964935193452956e-02,-1.819674805456636957e-01,1.665786831038314153e+00,5.052477754409580024e-01,1.385938558103416263e+00,-3.515115093894101705e-01,2.966106575984427396e-01,-3.108523982401814933e+00,1.788498536648780446e+00,2.588791035907404559e-01
-1.969816742335814386e+00,3.022365564974203167e-01,1.833544851012874011e+00,7.991299027185805315e-02,2.035098221142495334e-01,6.139420049861141759e-01,1.577318661387490106e+00,1.617093656448269634e+00,9.320880775211470848e-01,1.218237348941913378e+00,1.431228657391432790e+00,9.362276409054572923e-01,-2.139668968893791323e+00,2.237033114325769123e+00,-2.753500370052301971e-01
-7.768810100544129016e-01,2.455367590989555371e+00,1.729426464312963541e+00,2.690518413821648913e+00,2.078360772425993375e-01,1.259650259287797169e+00,9.892896797886190363e-01,3.285820380387957762e+00,-1.378889903336923517e+00,2.093974295382079909e+00,-4.473285081710742794e-01,-1.339563437540848279e+00,2.029637947849852075e+00,1.877165476815538803e+00,6.956781519872589081e-01
-1.532197173054556478e-03,2.979124447089286143e+00,9.529930854230750370e-01,1.181327305450891263e+00,9.011971944779602062e-01,-7.420321253854647026e-01,3.325391632456347502e+00,3.504111790549672811e+00,-2.437082155769060843e-01,1.108202673662613824e-01,-3.430893466326564445e-01,3.944801975344867651e-01,-1.069636811049684381e-02,4.251919978750989593e+00,-1.231489541886100714e+00
2.648280627610550275e-01,1.492000967613884344e+00,1.441155354045285275e+00,2.372174989710085780e-01,8.615634133236401704e-01,-1.486656972569702084e-01,9.491491944613598131e-01,2.090333818723502102e+00,1.218263290351671441e-01,1.669691157335003173e-01,-2.074198449721643467e+00,-1.003389293989537023e+00,-1.736299164550342500e+00,1.734412493068107963e+00,1.628561960000282971e+00
-1.227062891630793295e+00,3.089619297125304254e+00,9.163421021297348812e-01,-9.772563625429023793e-01,-3.279206056958433591e-01,2.334624764941882979e+00,-6.493686070926663056e-02,1.388870087989537261e+00,-1.273369903651934698e-01,5.249191553207194216e-01,7.741577248511606335e-01,-1.448436028122819241e+00,-1.926100808164795952e-01,1.669775639112094590e+00,-1.471975480430737226e-02
9.981154698825658311e-01,2.041359438304091167e+00,-3.402112244353427961e-01,-3.662535935606459625e-01,-1.627049230928798718e+00,1.299261904962264236e+00,6.154112273617950990e-01,3.712274748385711920e+00,-1.152233981421351361e+00,2.993123612348388418e-01,1.547836783745931477e+00,6.274884919773004999e-01,-7.019664549352966354e-01,3.678680800919031491e+00,-5.688250070536809977e-02
-1.107337559304858887e+00,1.496349638335394250e+00,2.324239723201887209e+00,9.434853043414890283e-01,-5.380689534776273986e-01,-5.857874002047309681e-01,5.513125465883931264e-01,2.330839200000760503e+00,8.532388814082082495e-01,-1.781409196895570535e+00,2.066339763046680933e-01,-7.292972377962955166e-01,9.937817972356397522e-01,4.979413702690755894e-01,5.698634119120689068e-01
-3.212376439598089162e-01,2.024522961613083538e+00,2.320837936725098416e+00,-5.165605216093377416e-01,-1.157748418118496492e+00,-3.893253083187178110e-01,1.270919110092920246e+00,2.288929379924693475e+00,9.676464069250880762e-01,7.868827804314744156e-01,-6.706769976454843851e-01,1.437965845368322393e+00,1.248008476844125969e+00,3.793774169548805641e+00,-1.035306724852304905e+00
3.274514873208362320e-01,3.102372642317130058e+00,8.411362538009864442e-01,-1.327465518853286675e+00,2.480548401797137148e-01,1.149648061632938312e+00,1.256109050091517076e+00,1.011930139853571831e+00,-1.419608425563160914e+00,1.535242204884667228e+00,8.996954800704850541e-01,-1.243832322573793947e+00,-1.410510256331912959e+00,2.354787263001887343e+00,-8.721197866186081171e-01
-2.945495541546948037e-01,1.921717645475475855e+00,1.910637108145831542e+00,-9.459548659422671868e-01,2.047532222362839494e-01,-2.609239029232113261e-01,1.757013290061122834e+00,1.787085370046014310e+00,-1.284270705115830413e+00,-5.798925913215602357e-01,1.631624951073793461e-01,-1.202131488982317142e+00,-1.266402491467575331e+00,2.491986686639909632e+00,3.568050140195108799e+00
7.306335401047110434e-01,2.023301858476799442e+00,3.395239201971008036e+00,7.189459498047354180e-02,9.070192415505740069e-01,2.588564815687333542e+00,2.024223112907710842e+00,1.301103700994481915e+00,1.297371023972843096e+00,1.336166665395657649e+00,-5.985360382637595622e-01,-1.142619890106717495e-01,-1.895279261150912165e+00,1.724344049673430579e+00,8.759867872484650153e-01
1.025106166336060776e+00,1.576512140184752830e+00,1.466236513208017067e+00,8.809717310259830292e-01,-1.458257701379773064e+00,1.978906704408452955e+00,8.042776697213497306e-01,2.331422834952018963e+00,1.043848637417908384e-02,6.922620288668018818e-02,1.395036844491583938e+00,-5.449044159070561832e-01,7.509186785925912044e-01,1.053250176472505739e+00,-5.041019735329470564e-01
-1.875950128700262010e+00,1.429101637501915878e+00,1.352530591379041081e+00,-3.639746087656194340e-01,-4.362281029430185031e-01,-3.989934485098317607e-01,1.426654196435267696e+00,9.944578167612803110e-01,-6.167854080643210279e-01,6.489824408692665969e-01,1.884618441306989134e-01,2.164519298542778580e-01,1.258729186605805461e+00,2.968307252245950600e+00,2.742576655253992080e-01
5.696480071167574488e-01,2.937036999298437756e+00,1.423781677202347939e+00,8.358132902719940249e-01,9.893834644246094490e-01,3.885102005805833869e-01,9.282726389287413449e-01,1.182140747728157137e+00,-2.675572132497073749e-02,3.224196930911278902e-01,-3.391255936797221704e-01,-7.068443051954296230e-01,-9.791768780435387010e-01,3.661905485465291932e+00,1.054025435611755102e+00
-1.232783952804251681e+00,2.121209758143163260e+00,1.556253648176842974e+00,-4.924111564361967064e-01,-2.501770957016788768e-02,-2.753830859304129408e-02,9.076058589175913793e-01,2.198050942863136736e+00,-2.138257935943805588e-01,2.789742640108050509e-01,-3.896360695677086317e-01,1.280577062840521918e-01,5.226409307193111697e-01,1.740350750158795146e+00,-5.730686545752887717e-01
-6.846409124829869741e-01,3.487477688513816787e+00,-1.377285502051615040e-01,-5.063923718000280516e-01,-1.765102953575179212e+00,-3.141253611647180088e-01,-8.278840701220180343e-01,7.124927602015991290e-01,1.228471930902160558e+00,-1.121288594046837339e+00,1.261465156137069776e+00,-3.240307886315764718e-01,-1.386506765210599124e+00,1.741221902397307231e+00,2.202235165841483211e-01
-6.617042856711796706e-01,3.177251888513394018e+00,5.834348713359969185e-01,-1.162514909862519374e+00,6.548117821080302707e-03,-1.022784079706471339e+00,-4.943651272031586164e-01,1.464453612738766175e+00,2.708989275106487571e-01,3.169924021522668167e-01,-2.618433742993836466e-03,-1.256442192787548262e-01,1.016556756664704464e+00,2.654444597700994724e+00,-1.189163808503972630e+00
1.314284811579460532e+00,1.431990951407177803e+00,1.299636046019670976e+00,-7.492848194057941669e-01,-4.467749696189002862e-01,1.797705915478032546e-01,6.569427669989807983e-01,6.156636353921054461e-01,-8.702387913838837141e-01,1.574621179000261995e+00,-1.023504999964841566e+00,-1.915675289799238401e+00,1.446319528691444090e+00,4.088576673914544379e+00,8.063581578914336134e-01
